FilerEIN,TaxYear,FormAndLineReferenceDesc,ExplanationTxt
135661832,2022,Pt I Line 2,The Plan International USA subgrant to Georgetown University was related to a gender project that the organization conducted related to increasing the positive and non-violent engagement of young fathers in the care of their young children. Plan received financial and programmatic reports and conducted meetings and calls in order to monitor progress.
311066871,2022,"Schedule I, Part I, Line 2 Procedures for monitoring use of grant funds.","ST. VINCENT MERCY HOSPITAL FOUNDATION, INC. PROVIDES ONLY DIRECT GRANTS TO RELATED TAX EXEMPT ORGANIZATIONS. THEREFORE, NO MONITORING OF GRANTS IS PERFORMED."
846059504,2022,"SCHEDULE I, PAGE 4, PART IV","ALL PARTICIPANTS IN ACP HOUSING WERE FUNDED BY ONE OF TWO DIFFERENT SOURCES. THOSE SUPPORTED BY NSF RECEIVED 530 PER WEEK. THE 50 PHYSICISTS SUPPORTED BY THE SIMONS FOUNDATION RECEIVED 830 PER WEEK FOR HOUSING, PLUS REGISTRATION AND TRAVEL SUPPORT. PHYSICISTS' SUMMER BILLS ARE REDUCED BY THE AMOUNT OF SUPPORT; ACCOUNT OVERPAYMENTS ARE REFUNDED BY CHECK. WINTER SUPPORT IS NORMALLY AWARDED TO JUNIOR SCIENTISTS AND THOSE SCIENTISTS WITH A DEMONSTRATED NEED IN ORDER TO ATTEND. THIS SUPPORT IS USED TO REDUCE THE PHYSICIST'S WINTER BILL OR IS REFUNDED BY CHECK. ASPEN CENTER FOR PHYSICS AWARDS TRAVEL SUPPORT TO QUALIFIED PHYSICISTS FROM COUNTRIES WITH LIMITED SCIENTIFIC FUNDING, PREFERABLY FROM THE DEVELOPING WORLD. FUNDING IS PROVIDED BY A SIMONS FOUNDATION GRANT FOR THESE UNDERFUNDED INDIVIDUALS. PHYSICISTS MUST PROVIDE RECEIPTS FOR TRAVEL, AND AN EXPLANATION OF THEIR FULL TRIP PLANS. ONCE THESE DOCUMENTS HAVE BEEN REVIEWED IN THE ASPEN, COLORADO OFFICE, CHECKS ARE ISSUED IN THE U.S. TO THE INDIVIDUAL OR TO THE INDIVIDUAL'S INSTITUTION TO REIMBURSE THE PHYSICIST FOR ACP'S PORTION OF TRAVEL. MOST ASSISTANCE PROVIDED BY ASPEN CENTER FOR PHYSICS IS APPLIED TOWARD THE PHYSICIST'S OUTSTANDING BILL AT THE CENTER. MOST PARTICIPANTS PAY AN ADDITIONAL BALANCE DUE TO THE CENTER SINCE ASSISTANCE AMOUNTS LISTED HERE DO NOT REACH THE MINIMUM COST FOR ATTENDING A CENTER PROGRAM. OCCASIONALLY THE AWARDEE WILL RECEIVE A CASH REIMBURSEMENT, IN THE FORM OF A CHECK DRAWN ON THE CENTER'S BANK, AFTER THE AWARDEE PROVIDES RECEIPTS AND DOCUMENTATION PROVING THAT THE REIMBURSEMENT IS FOR HOUSING OR TRAVEL EXPENSES REQUIRED FOR WINTER OR SUMMER ATTENDANCE AT ASPEN CENTER FOR PHYSICS."
450278474,2022,"Monitoring procedures (Part I, line 2)",GRANTS TO CHARITIES WERE APPROVED AND DOCUMENTED IN THE BOARD MEETING MINUTES. THESE GRANTS WERE A RESULT OF THE DISSOLUTION OF CHILDS HOPE LEARNING CENTER.
650267668,2022,"Schedule I, Part I, Line 2 Procedures for monitoring use of grant funds.",BAPTIST HEALTH SOUTH FLORIDA CONTRIBUTES TO ORGANIZATIONS THAT ARE IN ALIGNMENT WITH OUR MISSION. THE ORGANIZATION STRIVES TO ENSURE THAT CONTRIBUTIONS ARE MADE TO ORGANIZATIONS THAT IMPROVE THE HEALTH AND WELL-BEING OF THE COMMUNITIES IT SERVES. TYPICALLY MEMBERS OF MANAGEMENT ARE INVOLVED WITH THESE ORGANIZATIONS AND MONITOR THE BENEFITS OUR COMMUNITIES RECEIVE FROM THEM.
591479658,2022,"Part I, Line 2:","Grants are generally made only to related organizations that are exempt from federal income tax under IRC Section 501(c)(3), or to other local charitable community organizations, or to other 501(c)(3) organizations that are a part of the group exemption ruling issued to the General Conference of Seventh-Day Adventists. Accordingly, the filing organization has not established specific procedures for monitoring the use of grant funds in the United States as the filing organization does not have a grant making program that would necessitate such procedures."
742393839,2022,Grantmaker's Description of How Grants are Used,"THE ORGANIZATION MONITORS THE USE OF GRANT FUNDS IN THE UNITED STATES BY RECEIVING AND REVIEWING APPLICATIONS FOR SELECTION, AS WELL AS WRITING CHECKS DIRECTLY TO THE APPROPRIATE UNIVERSITY TO ENSURE THAT SUCH GRANTS ARE USED FOR PROPER PURPOSES AND ARE NOT OTHERWISE DIVERTED FROM THE INTENDED USE."
521974904,2022,"PART I, LINE 2:","THE TOBACCO-FREE KIDS ACTION FUND (TFKAF) PROVIDES GRANTS TO 501(C)(3) AND 501(C)(4) NONPROFITS IN THE UNITED STATES THROUGH BOTH GENERAL-PURPOSE AND PROJECT-SPECIFIC GRANTS, AND ALSO SOMETIMES MAKES CONTRIBUTIONS TO STATE OR LOCAL BALLOT MEASURE COMMITTEES. EXCEPT FOR THE CONTRIBUTIONS TO BALLOT MEASURE COMMITTEES, GRANTS ARE GIVEN ONLY TO ORGANIZATIONS THAT TFKAF HAS WORKED WITH IN THE PAST AND WILL CONTINUE TO BE WORKING WITH ON AN ONGOING BASIS. THIS FAMILIARITY WITH GRANT RECIPIENTS, AND THE CONTINUING WORKING RELATIONSHIPS, MAKES GRANT OVERSIGHT MUCH EASIER AND MORE DIRECT. TO EFFECTIVELY CONTROL AND MONITOR THE RECIPIENT'S USE OF THE GRANT FUNDS, THE ACTION FUND ALSO MAINTAINS THE FOLLOWING POLICIES & PROCEDURES. TFKAF GENERALLY MAKES GRANTS TO SECTION 501(C)(3) AND 501(C)(4) NONPROFITS THAT ITS REGIONAL ADVOCACY DIRECTORS HAVE WORKED WITH IN THE PAST AND ANTICIPATE WORKING WITH IN THE FUTURE. MOST OF THE GRANTS DISTRIBUTED TO U.S. SECTION 501(C)(4) ENTITIES HAVE A CLAW-BACK PROCEDURE. EACH FORMAL GRANT PROPOSAL IS SUBMITTED ON FORMS PROVIDED BY TFKAF THAT REQUIRE DETAILED INFORMATION TO ALLOW FOR A CAREFUL EVALUATION OF THE GRANT PROPOSAL AND THE RECIPIENTS ABILITY TO USE THE GRANT FUNDS EFFECTIVELY, AS WELL AS FORMAL CONFIRMATION OF THE APPLICANT'S 501(C)(3) OR 501(C)(4) STATUS. GRANT REQUESTS ARE EVALUATED BY THE REGIONAL ADVOCACY DIRECTORS, THE VICE-PRESIDENT FOR STATE ISSUES AND OTHER RELEVANT TFKAF STAFF, SOMETIMES IN CONSULTATION WITH OTHERS FAMILIAR WITH THE APPLICANT OR THE PROPOSAL'S SUBJECT. AFTER CLARIFYING ANY ISSUES RAISED RELATING TO A PROPOSAL, INCLUDING POSSIBLE REVISIONS TO THE PROPOSAL, THOSE REVIEWING THE PROPOSALS RECOMMEND WHETHER OR NOT THE GRANT SHOULD BE MADE. THE PROPOSALS AND RELATED GRANT DOCUMENTS FOR RECOMMENDED GRANTS ARE REVIEWED BY THE TFKAF VICE PRESIDENT FOR STATE ISSUES, GENERAL COUNSEL, AND VICE PRESIDENT FOR FINANCE & ADMINISTRATION. UPON THEIR APPROVAL, THE GRANT AGREEMENT DOCUMENT IS SUBMITTED TO TFKAF'S PRESIDENT FOR FINAL APPROVAL AND SIGNATURE. AFTER THE CHECK IS DISBURSED, THE RELEVANT ACTION FUND REGIONAL ADVOCACY DIRECTOR WORKS WITH THE GRANTEE ON AN ONGOING BASIS TO CONFIRM THAT THE GRANT FUNDS ARE USED CONSISTENTLY WITH THE GRANT AGREEMENT. THE GENERAL PURPOSE GRANT LETTERS PROVIDE THAT THE FUNDS MAY BE USED ONLY FOR ACTIVITIES 501(C)(4) NONPROFITS MAY LEGALLY ENGAGE IN AND MUST BE USED EITHER FOR GENERAL PURPOSE OF PREVENTING AND REDUCING TOBACCO USE OR ITS HARMS OR FOR ONLY FOR THE SPECIFIED PROJECT."
954523231,2022,"PART I, LINE 2:","BOTH GRANTS AND CONTRACTS FOR WORK WITH A CHARITABLE PURPOSE ARE TREATED AS GRANTS FOR THE PURPOSE OF FORM 990. A CONTRACT OR AWARD LETTER IS ISSUED, AS APPROPRIATE, AND INCLUDES THE PURPOSE OF THE GRANT, THE SCOPE OF WORK (IF APPLICABLE), A SCHEDULE OF DELIVERABLES, A SCHEDULE OF PAYMENTS AND THE REQUIREMENTS TO BE MET FOR THOSE PAYMENTS. WHEN GRANT DELIVERABLES ARE RECEIVED, THEY ARE REVIEWED BY STAFF WHO ARE RESPONSIBLE FOR DETERMINING IF THE DELIVERABLES MEET THE EXPECTATIONS OF THE GRANT. DELIVERABLES INCLUDE FINANCIAL REPORTS AND/OR INVOICES WHICH ARE REVIEWED AGAINST THE ORIGINAL BUDGET FOR THE GRANT TO ENSURE THAT FUNDS ARE EXPENDED FOR THE INTENDED PURPOSES."
954523231,2022,NAME OF ORGANIZATION OR GOVERNMENT:,"CENTER FOR HEALTH CARE STRATEGIES, INC. (H) PURPOSE OF GRANT OR ASSISTANCE: CALAIM POLICY TRACKING AND ANALYSIS; CALAIM EVALUATION FRAMEWORK; PREPARING FOR APM 2.0: AN IMPLEMENTATION GUIDE FOR CALIFORNIA'S HEALTH CENTERS; LEARNING FROM THE EVIDENCE TO INFORM CALAIM IMPLEMENTATION IMPACTING SENIORS AND PEOPLE WITH DISABILITIES; CALIFORNIA MATERNITY CARE POLICY UPDATES: CALIFORNIA ADVANCING AND INNOVATING MEDI-CAL (CALAIM) AND THE 2021-2022 STATE BUDGET; UNDERSTANDING COMMUNITY BASED ORGANIZATIONS NETWORKS: LESSONS FOR CALIFORNIA; ENHANCED CARE MANAGEMENT: ENVIRONMENTAL SCAN FOR SUPPORTING OVERSIGHT AND ACCOUNTABILITY; SCAN OF STATE MEDICAID EFFORTS TO COVER DOULA SERVICES; ENVIRONMENTAL SCAN: IMPLICATIONS OF USING COST/UTILIZATION TO IDENTIFY POPULATIONS OF FOCUS; MEDI-CAL ENROLLEE ADVISORY COMMITTEE: RESEARCH AND DESIGN; EARLY IMPLEMENTATION OF ECM AND CS FOR ADULTS WITH BEHAVIORAL HEALTH CONDITIONS; INSTITUTIONAL LONG-TERM CARE CARVE-IN EARLY IMPLEMENTATION: MEDI-CAL MANAGED CARE PLAN LEARNING COLLABORATIVE; INCORPORATING COMMUNITY-BASED ORGANIZATIONS IN MEDICAID INITIATIVES THAT ADDRESS HEALTH-RELATED SOCIAL NEEDS: EARLY STATE APPROACHES; CALAIM POLICY AND IMPLEMENTATION SYNTHESIS AND ADVISORY BOARD; HEALTH AND RE-ENTRY 101 BRIEF FOR HEALTH CARE STAKEHOLDERS"
954523231,2022,NAME OF ORGANIZATION OR GOVERNMENT:,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO (H) PURPOSE OF GRANT OR ASSISTANCE: BRIDGING ADMISSIONS HOPE FELLOWSHIP; PRIORITY (PREGNANCY CORONAVIRUS OUTCOMES REGISTRY) VOICE (VISIONING OPPORTUNITIES TO IMPROVE HEALTHCARE AND EQUITY) STUDY; CALIFORNIA DEPARTMENT OF PUBLIC HEALTH (CDPH) BLACK MATERNAL AND INFANT HEALTH REPORT: SUPPORT TO UCSF CENTER FOR HEALTH EQUITY TO COMPLETE REMAINING CRITICAL ACTIVITIES; A STATEWIDE SURVEY OF PEOPLE EXPERIENCING HOMELESSNESS; ASSESSING DIGITAL HEALTH COMPANY EXPERIENCES WITH EHR APIS; CALIFORNIA IMPROVEMENT NETWORK PHASE 8 REDESIGN PLANNING GRANT; CONNECTED CARE ACCELERATOR DATA COLLECTING EXTENSION; STATE OF PRE-MEDICAL SCHOOL ADVISING IN CALIFORNIA'S PUBLIC INSTITUTIONS; RURAL HEALTH LEADERSHIP DEVELOPMENT PLANNING WORK; TOWARDS A MORE DIVERSE NURSE-MIDWIFERY WORKFORCE: SUPPORT FOR THE MENTORING & BELONGING PROGRAM AT CALIFORNIA'S SCHOOLS OF NURSE-MIDWIFERY; CHCF HEALTH CARE LEADERSHIP PROGRAM: RENEWAL FOR COHORTS 22-23; CONNECTED CARE ACCELERATOR EQUITY COLLABORATIVE; STRATEGIC PLAN FOR A WORKFORCE DEVELOPMENT DIVISION OF THE DEPARTMENT OF HEALTH CARE ACCESS AND INFORMATION (HCAI), PART I; DIRECT CARE WORKFORCE FACT SHEETS; EVALUATING PREGNANCY POP-UP VILLAGE; CALIFORNIA IMPROVEMENT NETWORK PHASES 8 AND 9 - PROGRAM OFFICE; EVALUATING EMBRACE; TELEHEALTH EVIDENCE REVIEW; NURSING ADVISING RESOURCES; DEVELOPING RESPECTFUL MATERNITY CARE AND PERINATAL MENTAL HEALTH QUESTIONS FOR THE MATERNAL INFANT HEALTH ASSESSMENT SURVEY; PATIENTS FOR PRIMARY CARE; CALIFORNIA HEALTH WORKFORCE DATA GAPS"
384016550,2022,"Schedule I, Part I, Line 2 Procedures for monitoring use of grant funds.","CAREQUEST INSTITUTE FOR ORAL HEALTH, INC. USES A SPECIFIC ONLINE APPLICATION PROCESS CONSISTING OF EASY TO-FOLLOW STEPS FOR GRANT SEEKERS INCLUDING ONLINE DATA ENTRY, THE PREPARATION OF STANDARDIZED FORMS, ADDING REQUIRED ATTACHMENTS AND SAVING AN UNFINISHED APPLICATION TO RETURN TO IT LATER FOR COMPLETION AND SUBMISSION."
208295721,2023,Part 1 Line 2,"It is the policy of UPMC to contribute financial support to tax exempt organizations and agencies that support the upmc mission and strengthen the health and quality of life of those who live and work in the communities we serve. UPMC makes certain support payments to the University of Pittsburgh (EIN 25-0965591) under an affiliation agreement between the two organizations for the purpose of furthering their joint educational and research mission. The total of this support for the Fiscal Year ending June 30, 2024 inclusive of amounts reported above and all other support paid by UPMC entities is in excess of $253M."
208295721,2023,Part II,Assistance provided to entities that are not section 501(C)(3) organizations are provided to support charitable initiatives that these organizations have undertaken.
453358926,2023,"Schedule I, Part II, Line 1(h) PURPOSE OF GRANT",ALL GRANTS THAT ARE MADE THROUGH THE FILING ORGANIZATION ARE DONE SO TO CARRY OUT THE ACTIVITIES AND PURPOSES OF THE SUPPORTED ORGANIZATIONS.
453358926,2023,"Schedule I, Part I, Line 2 Procedures for monitoring use of grant funds.","Applications are compiled at System Office and sent to a Committee who reads and scores them on a set of criteria that are delineated in the application. The Committee discusses the religious and general merits of each application in relation to the mission of Ascension Health Alliance and makes the final decisions of grants to be awarded. Grants are made to religious and charitable organizations whose work supports the mission, vision, and values of Ascension Health Alliance, Ascension Sponsor and other supported organizations."
367746339,2023,"EXPLANATION FOR FORM 990, SCHEDULE I, PART 1, LINE 2","TRUST ACCOUNTING RECORDS ARE MAINTAINED IN A DEDICATED TRUSTACCOUNTING SYSTEM. REPORTS ARE REGULARLY OBTAINED FROM THIS SYSTEM.TRUST ADMINISTRATORS FOLLOW THE RULES AND REGULATIONS GOVERNING CONTINUITY AND MAINTENANCE OF EXEMPT STATUS WHILE ALSO CARRYING OUTINDIVIDUAL TRUST OR INTENT. DUTIES INCLUDED ANNUAL TRUST REVIEW,ISSUING REPORTS, IDENTIFYING CHARITABLE RECIPIENTS, RESEARCHING TAX STATUS OF POTENTIAL CHARITABLE RECIPIENTS, AND MAKING NECESSARY INCOME DISTRIBUTIONS FROM EACH TRUST."
431634280,2023,"PART I, LINE 2:","CAF AMERICA CHECKS EACH CHARITY RECEIVING A GRANT TO ENSURE ITS IRC 501(C)(3) STATUS AND CHARITABLE PURPOSE. PER IRS REGULATIONS, FOR ANY CHARITY WITH A GRANT AGREEMENT, CAF AMERICA REQUIRES A GRANTEE PROJECT EXPENDITURE REPORT TO BE SUBMITTED IN THE QUARTER FOLLOWING THE END OF THE GRANTEE'S FISCAL YEAR. EACH GRANTEE ATTESTS TO THE FUNDED AMOUNT, EXPENDITURES TO DATE AND HOW THE FUNDS WERE UTILIZED. IF THE FUNDS HAVE NOT BEEN EXPENDED IN THEIR ENTIRETY, ANOTHER REPORT WILL BE REQUIRED THE FOLLOWING FISCAL YEAR."
912009004,2023,"Schedule I, Part I, Line 2 Procedures for monitoring use of grant funds.","PROCEDURES FOR MONITORING GRANT FUNDS WITHIN THE UNITED STATES DUCKS UNLIMITED, INC. REPORTS ON CONSERVATION ACCOMPLISHMENTS ON AN ANNUAL BASIS THROUGH THE ANNUAL REPORT AND ALSO THROUGH THE WEBSITE (DUCKS.ORG). THESE ACCOMPLISHMENTS ARE EXPRESSED IN ""ACRES CONSERVED"" AS WELL AS CONSERVATION EXPENDITURES BY STATE. IT IS CRITICAL THAT DUCKS UNLIMITED, INC. KEEPS ITS VOLUNTEERS AND MEMBERS FULLY ENGAGED WITH ITS MISSION THROUGH EDUCATION AND COMMUNICATION OF OUR GOALS AND ACCOMPLISHMENTS."
110303001,2023,"SCHEDULE I, PART I, LINE 2","THE REPORTING OF GRANT ACTIVITY ON SCHEDULE I REFLECTS THE AGGREGATE GIVING OF FIDELITY CHARITABLE TO THE LISTED IRC 501(C)(3) EXEMPT ORGANIZATIONS. AS A DONOR ADVISED FUND SPONSORING ORGANIZATION, FIDELITY CHARITABLE RECEIVES ADVICE FROM ITS DONOR ADVISORS ON GRANTS TO PUBLIC CHARITIES. IN ADDITION FIDELITY CHARITABLE MAY MAKE OTHER GRANTS REFLECTED ON SCHEDULE I. ALTHOUGH FOR SCHEDULE I PURPOSES A RECIPIENT ORGANIZATION IS ONLY LISTED ONCE, THE TOTAL AMOUNT GIVEN MAY REFLECT ADVISED DONATIONS FROM MANY GIVING ACCOUNTS, IN ADDITION TO ANY OTHER GRANTS REFELECTED ABOVE. FIDELITY CHARITABLE MAKES GRANTS TO IRS-QUALIFIED 501(C)(3) CHARITABLE ORGANIZATIONS WHERE THE FUNDS DISTRIBUTED WILL BE USED EXCLUSIVELY FOR CHARITABLE PURPOSES. FIDELITY CHARITABLE REQUIRES THE CHARITABLE GRANT RECIPIENT TO CERTIFY THAT (I) YOUR ORGANIZATION IS FORMED UNDER THE LAWS OF THE U.S. AND ITS TERRITORIES AND IS A PUBLIC CHARITY DESCRIBED IN INTERNAL REVENUE CODE SECTION 509(A)(1)-(3), OR A PRIVATE OPERATING FOUNDATION DESCRIBED IN IRC SEC. 4942(J)(3); (II) THIS GRANT WILL BE USED EXCLUSIVELY FOR YOUR ORGANIZATION'S EXEMPT PURPOSES; (III) NEITHER THE RECOMMENDING DONOR NOR ANY OTHER PARTY WILL RECEIVE GOODS, SERVICES OR IMPERMISSIBLE BENEFITS (E.G., TUITION, MEMBERSHIPS OR DUES WITH MORE THAN INCIDENTAL BENEFITS, ADMISSION TO EVENTS OR GOODS BOUGHT AT AUCTION) AS A RESULT OF THIS GRANT; (IV) THIS GRANT DOES NOT SATISFY ANY PORTION OF A FINANCIAL OBLIGATION (INCLUDING AN ENFORCEABLE PLEDGE) OF ANY PARTY; (V) THIS GRANT WILL NOT BE USED FOR POLITICAL CONTRIBUTIONS OR CAMPAIGN ACTIVITIES; AND (VI) YOUR ORGANIZATION DOES NOT DEVOTE MORE THAN AN INSUBSTANTIAL PART OF ITS ACTIVITIES TO ATTEMPTING TO INFLUENCE LEGISLATION BY PROPAGANDA OR OTHERWISE (OR HAS MADE AN ELECTION UNDER IRC SEC. 501(H) AND COMPLIES WITH THE LIMITATIONS THEREUNDER). IN ADDITION, FIDELITY CHARITABLE MONITORS CHARITABLE ACTIVITIES OF RECIPIENT ORGANIZATIONS THROUGH VARIOUS MEDIA SEARCHES DESIGNED TO IDENTIFY CHARITIES WHERE ANY FUNDS ARE NOT BEING USED FOR PROPER EXEMPT PURPOSES. MOREOVER, WHEREVER NECESSARY, FIDELITY CHARITABLE REQUIRES DOCUMENTATION AND CERTIFICATION REGARDING THE CHARITABLE ACTIVITIES AND USE OF FIDELITY CHARITABLE GRANTS FROM CHARITABLE GRANT RECIPIENTS. FIDELITY CHARITABLE MAY ALSO WORK WITH THE RECOMMENDING DONORS TO VERIFY THAT FUNDS WILL BE USED EXCLUSIVELY FOR PROPER CHARITABLE PURPOSES."
431292397,2023,"PART I, LINE 2:",FOUNDATION GRANTS ARE TRACKED AND MONITORED CAREFULLY. THEY ARE ISOLATED IN THE FOUNDATION ACCOUNTING SYSTEM BY USING A UNIQUE CLASS/COST CENTER SO THAT INCOME AND ALLOWABLE EXPENSES ARE REPORTABLE. EXPENDITURES MUST FIRST BE DETERMINED TO BE ALLOWABLE UNDER THE GRANT GUIDELINES. PAYMENT OF EXPENSES IS THEN COMPLETED BY A CHECK REQUEST THAT IS SIGNED BY THE VICE-PRESIDENT OF EXTERNAL RELATIONS AND THE DEVELOPMENT AND ALUMNI RELATION COORDINATOR. THE TREASURER ENTERS THE EXPENSE IN THE FOUNDATION ACCOUNTING SYSTEM AND PRODUCES A CHECK. CHECKS CAN BE SIGNED BY THE PRESIDENT OF THE COLLEGE OR THE TREASURER.
364724966,2023,"Schedule I, Part III, Column (b) Number of recipients",The number of scholarship recipients is known. For the other types of assistance to domestic individuals the number of recipients benefiting was estimated based on an average or typical amount of assistance provided.
364724966,2023,"Schedule I, Part I, Line 2 Procedures for monitoring use of grant funds","The Northwestern Medicine health system (Northwestern Medicine) contributes financial support to tax-exempt organizations and other agencies which support our mission to improve the health and quality of life for those within our communities. Grants and donations from Northwestern Medicine are administered through Office of External Affairs and its Community Affairs team. The Community Affairs team maintains detailed records and internal control procedures to ensure grant recipients are qualified, award amounts are documented and selection criteria are clear. Requests for donations of $10,000 or less are evaluated to ensure that the donations will have a positive impact on the health and well-being of our communities in addressing an identified community health need. Donations of more than $250 require a Stewardship Report from the recipient which identifies how the funds were used to address the community health need as proposed. Larger donations are awarded through the Northwestern Medicine grant program and are handled through a formal application process, which includes identifying the community health need to be addressed through the grant, requires a detailed budget for the proposed program, and the measurable outcomes expected. Once a grant has been awarded, a written agreement is created which incorporates a budget and time period for spending the grant dollars. Reasonable direct costs, supported by direct budget justification and related to the project's purpose, are allowable. Recipients agree to abide by the budget and all relevant policies in effect at Northwestern Medicine. Grant expenditures are monitored for compliance with their respective agreements, at least once a year to ensure that budgets are followed and expenses are appropriate. At the end of each budget period, the grant recipient is required to submit a Stewardship Report which includes a written narrative and financial report outlining project accomplishments and how the grant dollars were expended."
314379427,2023,"PART I, LINE 2:","BATTELLE MEMORIAL INSTITUTE (BMI) SENDS A LETTER TO EACH ORGANIZATION THAT STATES BY SIGNING AND DEPOSITING THE CHECK THEY ARE CONFIRMING THEY ARE A 501(C)(3) CHARITABLE ORGANIZATION OR A 170(C)(1) QUALIFYING GOVERNMENT ENTITY. FOR LARGER GRANTS, BMI REQUESTS IN CONNECTION WITH SOME OF THE ORGANIZATIONS, TO SIGN A GRANT AGREEMENT THAT STATES THE SCOPE AND PURPOSE OF THE DISTRIBUTION. THE BMI BOARD OF DIRECTORS HAS FINAL APPROVAL FOR ANY DISTRIBUTIONS EXCEEDING $500,000. BATTELLE ENERGY ALLIANCE LLC, BATTELLE NATIONAL BIODEFENSE INSTITUTE LLC, BROOKHAVEN SCIENCE ASSOCIATES LLC, TRIAD NATIONAL SECURITY LLC, AND UT-BATTELLE LLC EACH HAVE THEIR OWN APPROACH TO MAKING SURE THE GRANTS ARE ONLY MADE TO PROPER OBJECTS OF CHARITY."
314379427,2023,SUPPLEMENTAL EXPLANATION,"BMI WAS CREATED PURSUANT TO THE WILL OF GORDON BATTELLE AS AN OHIO NOT-FOR-PROFIT CORPORATION, SPECIFICALLY AS AN OHIO INCORPORATED CHARITABLE TRUST. AS AN INCORPORATED CHARITABLE TRUST, BMI IS SUBJECT TO THE GENERAL SUPERVISION OF THE OHIO ATTORNEY GENERAL AND TO THE REQUIREMENTS OF OHIO NONPROFIT CORPORATION STATUTES. THE ORIGINAL PURPOSE OF BMI WAS TO CONDUCT RESEARCH IN METALLURGY OF COAL, IRON, STEEL AND ZINC AND TO MAKE DISTRIBUTIONS TO OTHER CHARITABLE ORGANIZATIONS. PURSUANT TO AN AGREEMENT WITH THE OHIO ATTORNEY GENERAL, BMI MAKES ANNUAL DISTRIBUTIONS FOR CHARITABLE PURPOSES EQUAL TO AT LEAST 20% OF ITS PRIOR YEAR FINANCIAL STATEMENT NET INCOME BEFORE ADJUSTMENTS FOR UNREALIZED GAINS AND LOSSES, BUT NOT LESS THAN ONE MILLION DOLLARS. ON AUGUST 11, 2005 THE BOARD OF DIRECTORS OF BATTELLE ADOPTED A RESOLUTION THAT ESTABLISHED A MINIMUM CHARITABLE DISTRIBUTION GOAL OF $3,000,000. IN AUGUST 2005, BMI ESTABLISHED A DONOR ADVISED FUND, THE BATTELLE FOUNDATION FUND (THE FUND), WITH THE COLUMBUS FOUNDATION, A 501(C)(3) PUBLIC CHARITY COMMUNITY FOUNDATION THAT IS LEGALLY AND FINANCIALLY SEPARATE FROM BMI. A SUBSTANTIAL PORTION OF BMI'S CHARITABLE DISTRIBUTIONS ARE MADE TO THE FUND. BMI RECOMMENDS DISTRIBUTIONS FROM THE FUND TO QUALIFYING RECIPIENTS; HOWEVER, THE COLUMBUS FOUNDATION MAKES FINAL DECISIONS ON THE ACTUAL DISTRIBUTIONS. FUNDS TRANSFERRED FROM BMI TO THE FUND HAVE NO POSSIBILITY OF REVERSION TO BMI."
900656139,2023,USE OF GRANTS/DONATIONS,MASS GENERAL BRIGHAM INCORPORATED AND AFFILIATES MAKE DONATIONS TO VARIOUS TAX-EXEMPT ORGANIZATIONS. THESE DONATIONS CAN BE USED BY THE RECIPIENT ONLY IN FURTHERANCE OF THEIR TAX-EXEMPT MISSION.
900656139,2023,GRANTS AND OTHER ASSISTANCE DETAIL,"FINANCIAL AID OF $10,973,745 CONSISTS OF SCHOLARSHIPS PROVIDED BY THE INSTITUTE OF $9,006,803 FOR 418 STUDENTS AND $1,966,942 FOR TUITION REDUCTIONS RELATED TO VOUCHERS TO CLINICAL SITES AND REDEEMED BY STUDENTS TO OFFSET TUITION CHARGES. TOTAL FINANCIAL AID OF $10,973,745 OFFSETS TUITION AND FEES ONLY."
310999046,2023,Part I Line 2,"The Kentucky Center for the Arts Foundation Inc. ""Foundation"" supports the operating programming and capital costs of The Kentucky Center for the Arts Corporations ""Corporation"". The Foundation budgets annual grants from endowment funds per the spending policy of the Foundation. The budget is approved by the Foundation Board of Directors. The Executive Committee of the Corporation and the Foundation meet jointly once a quarter. The Board of Directors of the Corporation and Foundation meet jointly twice a year. Directors of both organizations participate in strategic planning periodically."
210650678,2023,"PART I, LINE 2:","THE UNIVERSITY HAS PROCEDURES AND CONTROLS IN PLACE OVER THE AWARDING, DISBURSING, AND MONITORING OF SUBAWARDS MADE TO ORGANIZATIONS. THESE INCLUDE REVIEWING THE ANNUAL FINANCIAL STATEMENT AND SINGLE AUDIT REPORTS OF THE ORGANIZATION AND REVIEWING ALL SUPPORTING DOCUMENTATION INCLUDING INVOICES RECEIVED BY THE ORGANIZATION. THE UNIVERSITY HAS ESTABLISHED POLICIES, PROCEDURES, AND CONTROLS OVER THE AWARDING, DISBURSING, AND MONITORING OF STUDENT FINANCIAL AID OR ASSISTANCE TO INDIVIDUAL STUDENTS IN COMPLIANCE WITH FEDERAL AND STATE OF NEW JERSEY REGULATIONS AND REQUIREMENTS. IN ADDITION, THE UNIVERSITY HAS AN EXTERNAL AUDIT PERFORMED IN ACCORDANCE WITH TITLE 2 U.S. CODE OF FEDERAL REGULATIONS PART 200 (UNIFORM GUIDANCE) AND NEW JERSEY OFFICE OF MANAGEMENT AND BUDGET CIRCULAR 15-08. STUDENT FINANCIAL AID OR ASSISTANCE IS AWARDED ON AN OBJECTIVE AND NONDISCRIMINATORY BASIS."
